PressCompany,Category,Document
머니투데이,IT/과학,이통 주파수 경매 첫날 종료 세종 텔레콤 포기 라운드 개 스테이지 엑스 마이 모바일 파전 첫날 라운드 진행 오른 오후 종료 왼쪽 이광모 세종 텔레콤 전략기획 팀 이사 한윤 스테이지 엑스 전략 담당 이사 윤호상 마이 모바일 입찰 대리인 미래 모바일 대표 오전 서울 송파구 아이티 처 타워 이동 통신사 선정 위 G 대역 주파수 신규 사업자 경매 참석 전 취재 진 질문 답 사진 뉴스 이통 선정 위 G 주파수 경매 첫날 세종 텔레콤 중도 포기 선언 스테이지 엑스 마이 모바일 컨소시엄 경매 참여 과학기술 정보통신부 정통부 진행 대역 주파수 경매 총 라운드 최고 입찰 액 종료 날 경매 오전 시작 오후 종료 세종 텔레콤 중도 포기 포기 시점 공개 경매 오전 개 스테이지 엑스 마이 모바일 컨소시엄 두 사업자 참여 경매 라운드 시작 날 최대 라운드 진행 경매 주파수 이통 SK 텔레콤 KT LG 유플러스 기지국 구축 할당량 지난해 반납 중 KT 할당 나머지 말 발표 전망 주파수 할당 계획 활용 방안 공개 예정 낙찰 가가 업계 관측 날 최고 매가 최저 경매 단 상승 데 사업자 간 경쟁 눈치 보기 경매 라운드 평균 상승 셈 정통부 정 입찰 상한 증 앞서 통신업 관계자 세종 텔레콤 최소 경쟁 크게 생각 가능성 스테이지 엑스 마이 모바일 컨소시엄 싸움 라며 나머지 두 사업자 눈치 최종 가격 결정 고 설명 바 통신업 경매 날인 종료 경매 스테이지 엑스 마이 모바일 컨소시엄 자금 상황 사업 주파수 할당 후 내 기지국 구축 한편 경매 최대 라운드 오름 입찰 진행 라운드 최종 승자 밀봉 입찰 정재훈 정통부 주파수 정책 파자 관리 팀 라운드 사업자 입찰 정부 서류 확인 며 라운드 약 소요 전망 고 설명
디지털데일리,IT/과학,LG 中 가전 초 격차 LG CES 세계 최초 무선 투명 레드 TV 인 LG 처 레드 T 공개 LG 디지털 데 일리 옥 송이 기자 중국 업체 브랜드 일부 강화 사실 경쟁 우위 프리미엄 제품 시장 선도 제품 중국 업체 초 격차 LG 실적 컨퍼런스 콜 질의 응답 세션 생활 가전 담당 H A 부문 TV 주력 HE 부문 중국 가전 업체 성장 세 LG 대응 대한 질문 김이권 LG H A 경영 관리 상무 위 말 프리미엄 볼륨 존 투 트랙 울 지속 시행 프리미엄 혁신 부품 경쟁력 기반 용량 효율 제품 차별 디자인 지속 중 저가 ODM 확대 전략 시장 중심 중국 업체 진입 대응 투자 확대 계획 고 설명 HE 부문 매출 수기 진입 분기 대비 상승 주력 제품 레드 TV 포함 프리미엄 TV 수요 부진 동기 대비 HE 부문 가격 상승 LCD 패널 대한 질문 LCD 시장 최근 중국 업체 위주 재 면서 LG 역시 중국 업체 대한 의존 도 상승 수 때문 이정희 LG HE 경영 관리 담당 상무 전체 TV 시장 중국 LCD 패널 업체 점유 율 확대 당사 역시 중국 업체 구매 비중 매출 액 기준 TV 시장 글로벌 위 업체 LG 대규모 물동 운영 중국 업체 안정 파트너 유지 패널 수급 문제 고 말 대만 일본 중국 이외 국가 LCD 패널 업체 일정 물량 수급 물 리스크 최소 며 LG LCD TV 편중 타 업체 OLED TV 비중 리스크 데 도움 고 설명
조선비즈,IT/과학,일본 달 탐사선 슬림 목표 지점 거리 착륙 성공 JAXA 소형 로봇 촬영 슬림 사진 공개 일본 우주 항공 연구개발 기구 JAXA 회견 달 표면 성공 착륙 달 탐사선 슬림 사진 공개  지난 달 착륙 일본 소형 달 탐사선 슬림 SLIM 목표 핀 포인트 착륙 당초 일본 탐사선 예정 착륙 지점 약 내 착륙 목표 일본 NHK 일본 우주 항공 연구개발 기구 JAXA 회견 달 탐사선 슬림 착륙 목표 지점 m 위치 착륙 추정 고 보도 기존 착륙선 정해진 궤도 착륙 오차 범위 수 달 고려 매우 목표 범위 착륙 사카이 신이치 JAXA 프로젝트 매니저 슬림 착륙 대해 점 만점 라며 대로 실력 발휘 고 슬림 착륙선 카메라 통해 달 표면 관찰 착륙 지점 골 방식 사용 물이 존재 지역 암석 구성 조사 위 JAXA 날 달 착륙 직전 슬림 분리 소형 로봇 소라 Q 촬영 슬림 사진 공개 소라 Q 장난감 제조업체 다카 토미 JAXA 공동 개발 로봇 사진 슬림 태양전지 패널 계획 위쪽 달리 태양광 서쪽 향 모습 앞서 JAXA 슬림 달 표면 하강 과정 자세 흐트러져 태양전지 태양광 상태 수 슬림 착륙 약 반 전력 달 표면 탐사 임무 제대로 수행 현재 슬림 배터리 잔량 내외 JAXA 희망 태양전지 태양광 발전 수 때문 달 해 전 태양광 탐사선 전력 복구 자동 기동 수도 일본 슬림 발사 미국 소련 중국 인도 세계 번 달 착륙 국가 이후 달 표면 착륙 목표 지점 오차 m 이내 착륙 탐사선 일몰 활동 지속 반쪽 성공
뉴시스,IT/과학,이통 경쟁 세종 텔 포기 파전 압축 첫 날 종합 스테이지 엑스 vs 마이 모바일 대결 종료 서울  세종 텔레콤 스테이지 엑스 마이 모바일 입찰 대리인 서울 송파구 아이티 처 타워 G 대역 주파수 경매 참가 전 취재 진 질문 답 왼쪽 이광모 세종 텔레콤 입찰 대리인 한윤 스테이지 엑스 입찰 대리인 윤호상 마이 모바일 입찰 대리인 이동통신 사업 위 G 주파수 대역 경매 스테이지 엑스 마이 모바일 경쟁 날 세종 텔레콤 중도 포기 선언 두 회사 파전 과학기술 정보통신부 실시 경매 결과 발표 세종 텔레콤 중도 포기 이통 스테이지 파이브 중심 컨소시엄 스테이지 엑스 미래 모바일 마이 모바일 컨소시엄 대결 김형진 세종 텔레콤 회장 경매 참여 전 출혈 경쟁 의사 바 만큼 라운드 계속 백기 주파수 경매 다중 라운드 오름 입찰 밀봉 입찰 단계 혼합 방식 진행 먼저 오름 입찰 라운드 진행 최저 경쟁 가격 라운드 가장 가격 승리 금액 사업자 승자 라운드 직전 라운드 승자 제외 개사 입찰 방식 라운드 진행 정통부 직전 라운드 승리 금액 라운드 참여자 승리 금액 입찰 증 이내 최소 입찰 가격 통해 나머지 개사 가격 경쟁 식이 라운드 가장 신규 입찰 액 복수 발생 추첨 승자 결정 날 오름 입찰 라운드 진행 최고 입찰 액 시작 금액 오른 경매 오전 라운드 개 정통부 경매 종료 전 매일 오후 중간 결과 발표 경매 라운드 진행 최종 사업자 달 오후 확정 예정
블로터,IT/과학,LG 생활 가전 적자 전환 중국 역습 여의도 LG 트윈타워 전경 사진 LG 그룹 연속 최대 매출 기록 LG 주력 생활 가전 사업 중국 생활 가전 기업 글로벌 경쟁 심화 웃 영업 이익 률 마이너스 전환 LG 중국 생활 가전 기업 저가 공세 대응 위해 투자 확대 한편 프리미엄 중 가로 투 트랙 전략 계획 LG 연결 기준 연간 매출 영업 이익 기록 동기 대비 매출 증가 영업 이익 감소 연 매출 기준 LG 연속 생활 가전 전장 일부 사업 연속 LG 실적 현황 자료 LG IR 중국 가전 기업 공략 거세 투자 확대 핵심 사업인 생활 가전 영역 적자 대책 마련 LG 생활 가전 담당 H A Home Appliance Air Solution 본부 지난해 전형 상고 흐름 해당 사업 본부 매출 기록 사상 처음 돌파 가전 구독 사업 모델 도입 한편 냉난방공조 HVAC 부품 빌트 B B 기업 거래 비중 영향 기록 영업 이익 률 뚝 생활 가전 사업 매출 감소 한편 영업 손실 기록 탓 LG 올해 가전 운영체제 OS 탑재 D C 소비자 직접 판매 확대 한편 가전 서비스 결합 구독 사업 해외 도 전개 수익 계획 제품 측면 세탁기 냉장고 주력 제품 프리미엄 리더십 공고 국가 시장 특성 고려 지역 적합 라인업 확대 방침 김이권 H A 경영 관리 담당 상무 실적 발표 이후 이어진 콘퍼런스 콜 글로벌 시장 중국 가전 업체 브랜드 강화 고 말 김 상무 글로벌 전략 시장 중심 중국 업체 진입 대응 투자 확대 시장 수요 변화 프리미엄 볼륨 존 중 저가 투 트랙 전략 지속 시행 라며 프리미엄 존 시장 선도 제품 중국 업체 초 격차 중 저가 시장 ODM 주문 개발 생산 사업 확대 말 히트 펌프 난방 전문 채널 확대 유럽 난방 매출 사업 조 兆 단위 성장 며 현재 초반 B B 분야 매출 확대 전장 수주 잔고 상치 회 TV 성장 전장 자동자 전기 부품 사업 담당 VS Vehicle Component Solutions 사업 본부 매출 영업 이익 기록 매출 액 본부 출범 원 잔고 영진 콘퍼런스 콜 언급 중반 확보 VS 경영 관리 담당 상무 당초 연말 장수 잔고 육박 언급 일부 고객 소싱 결정 지연 영향 중반 기록 며 인포테인먼트 후반 전기차 부품 후반 전기차 시장 성장 세 LG 마 그나 E 파워 트레인 시너지 효과 줄곧 고 설명 TV 사업 포함 HE Home Entertainment 사업 본부 매출 액 영업 이익 원 기록 OLED 유기발광다이오드 프리미엄 제품 수요 회복 webOS 플랫폼 기반 콘텐츠 서비스 사업 신규 수익 자리 이정희 HE 경영 관리 담당 상무 TV 시장 소비 심리 위축 해결 소요 올해 폭 성장 주력 레드 TV 경우 LCD 액정 표시 장치 OLED 전환 가속 올해 수준 수요 회복 말 게이 밍 모니터 LG 그램 노트북 IT 제품 매출 포함 BS Business Solutions 사업 본부 매출 액 원 영업 손실 기록 LG 최근 중동 지정학적 리스크 홍해 지역 통관 이슈 파나마 지역 가뭄 물류 환경 불확실 대비 비상 상황 실 운영 LG 운송 업체 협상 통해 계약 조건 개선 한편 권역별 선사 별로 차별 협상 안정 물류 공급망 유지 설명
중앙일보,IT/과학,계 열사 기강 카카오 SM 엔터 영진 PC 압수 포렌식 팩 카카오 달 초 장철 혁 SM 엔터테인먼트 대표 경영 진의 PC 압수 포렌식 진행 카카오 인수 이후 SM 엔터 카카오 사전 상의 투자 건 투자가 서울 성동구 위치 SM 엔터테인먼트 사옥  카카오 이사회 감사 위원회 요구 외부 로펌 통해 SM 엔터 재무제표 감사 진행 중 라며 회사 소유 업무 용 PC 한해 동의 경우 PC 안 자료 확인 고 그간 카카오 계열 사마 자율 경영 보장 지난해 SM 엔터 인수 전 이후 시세 조종 의혹 일부 임원진 도덕 해이 사례 카카오 본사 계 열사 경영 적극 관여 책임 경영 방향 장철 혁 SM 엔터테인먼트 대표 카카오 측은 장 대표 포함 포렌식 동의 인원 대해 업무 용 PC 포렌식 진행 고  SM 엔터 감사 건 장선 일로 풀이 업계 안팎 지난해 말 SM 엔터 소형 기획사 시세 인수 건 감사 대상 거론 당시 SM 엔터 임 직원 해당 기획사 임원 겸직 의사결정 과정 문제 논란 제기 거래 SM 엔터 카카오 구체 사실 관계 보고 허가 뒤 인수 진행 조사 대상 카카오 모빌리티 카카오 뱅크 계 열사 내부 감사 카카오 모빌리티 지난해 유럽 택시 호출 플랫폼 프리 나우 인수 추진 당시 회사 내부 정보 유출 의혹 관련 실무 직원 휴대전화 확보 포렌식 진행 중이 그룹 전반 기강 잡기 기조 풀이 앞 업계 관계자 물증 카카오 본사 계 열사 영진 PC 카카오 SM 엔터 대한 장악 크게 수 고 분석 일각 감사 SM 매각 설 연관 관측 카카오 측은 전혀 관련 고 부인
파이낸셜뉴스,IT/과학,막 오른 주파수 경매 스테이지 미래 모바일 파전 이통 신규 사업자 누가 최대 라운드 오름 입찰 방식 경매 첫날 세종 텔레콤 중도 포기 한윤 스테이지 파이브 전략 담당 이사 윤호상 미래 모바일 대표 이광모 세종 텔레콤 전략기획 팀 이사 왼쪽 서울 송파구 아이티 처 타워 진행 G 주파수 매장 향 취재 진 질문 답  세대 G 이동통신 주파수 경매 입찰 시작 가운데 세종 텔레콤 경매 중도 하차 스테이지 파이브 스테이지 엑스 컨소시엄 미래 모바일 마이 모바일 컨소시엄 간 파전 압축 날 라운드 진행 경매 최저 경쟁 가인 과학기술 정보통신부 날 서울 송파구 IT 처 타워 시작 G 주파수 경매 오후 종료 최대 라운드 진행 오름 입찰 방식 진행 날 경매 라운드 진행 최고 입찰 액 라운드 개 예정 오름 입찰 방식 라운드 별로 가장 금액 입찰 가액 정부 이내 최소 입찰 정 라운드 나머지 참가 사가 경쟁 방식 정부 정 최저 경쟁 가격 경매 당초 출혈 경쟁 고 세종 텔레콤 경매 중도 포기 스테이지 파이브 미래 모바일 간 파전 진행 양사 G 할당 대한 의지 만큼 입찰 경쟁 당초 예상 더 가능성 향후 오름 입찰 경매 매일 라운드 진행 예상 라운드 입찰 스테이지 파이브 미래 모바일 포기 단계 밀봉 입찰 진행 정부 최저 경쟁 설정 설정 상회 선 가장 금액 제시 기업 선정 밀봉 입찰 일정 내달 예정 앞서 입찰 참여 개사 경매 장소 입실 최선 노력 한윤 스테이 피 이브 전략 담당 이사 은 준비 며 경매 결과 수 최선 고 스테이지 파이브 투자 증권 컨소시엄 기존 알뜰폰 사업 영위 스테이지 파이브 기존 알뜰폰 로밍 역량 활용 공항 시설 G 인프라 구축 풀 MVNO 추진 미래 내 폰 글로벌 파트너 협력 관계 윤호상 미래 모바일 대표 전파 자원 합당 가격 사업 무리 선 공정 경쟁 임 며 국내외 파트너 혁신 서비스 최선 노력 고 말 미래 모바일 주파수 경매 완주 가능성 미래 모바일 글로벌 통신사 협력 기반 G 핫스팟 구축 글로벌 로밍 서비스 제공 내 경매 참여 곳 향후 G 기업 소비자 B C 서비스 염두 앞서 정부 주파수 할당 조건 발표 조건 충족 G 신규 사업자 대해 선 별도 주파수 추가 할당 통한 이동 통신사 기회 방침 발표 바
동아일보,IT/과학,전산 망 장애 AI 도입 해결 가능 지난 교육부 운영 교육행정 정보 시스템 나이스 NEIS 오류 발생 경기도 비롯 일부 지역 교사 연말정산 비롯 업무 차질 현재 운영 중인 나이스 세대 모델 작년 첫 개통 그동안 오류 안정 의심 오류 연말정산 위해 갑자기 이용자 수 시스템 감당 작년 서울 종로구 종각역 설치 무인 발급 기 전산 망 오류 메시지 출처 동아닷컴 공공기관 이용 전산 망 오류 사례 작년 정부 서비스 전면 중단 대한민국 전자정부 서비스 핵심 구성 전국 군구 행정 망 상당수 마비 시청 구청 주민 센터 민원 서류 발급 스톱 파장 기도 관련 국가 정보 관리원 이재용 원장 네트워크 연결 장비 중 라우터 포트 손상 원인 매일 육안 점검 예상 못 내부 부품 고장 발생 미리 바 사건 자칭 IT 강국 인 대한민국 전산 망 환경 디지털화 대화 음 의미 관련 상당수 전문가 최근 민간 기업 적극 도입 AI 기반 IT 서비스 자동화 기술 정부 지방자치단체 비롯 공공기관 도입 목소리 높이 대표 로봇 업무 자동화 Robotic Process Automation 이하 RPA 시스템 기존 사람 직접 반복 업무 AI 대신 전반 업무 효율 향상 시킴 동시 비용 인력 절감 효과 수 반복 업무 AI 업무 효율 RPA 시스템 개념 출처 인포 RPA 업무 적용 하드웨어 소프트웨어 오류 고장 확인 예전 인력 상주 장비 화면 계속 RPA 적용 AI 대신 한층 대처 외 현재 운영 중인 서비스 용량 시시각각 변동 서버 부하 확인 서버 용량 업무 보안 위해 기적 모든 장비 비밀번호 변경 업무 대표 업무 보이 작업 실수 경우 피해 야기 수 비용 인력 상황 라면 AI 기반 RPA 도입 통해 업무 효율 크게 수 AI 사람 화면 객체 인식 프로세스 자동화 RPA 사례 출처 인포 실제 RPA 도입 통해 일정 부분 성과 공공기관 사례 행정안전부 소속 기관 경우 메일 서비스 영상 회의 서비스 장애 모니터링 RPA 도입 장애 민원 효과 국토교통부 공기업 역시 네트워크 팀 관리 여대 장비 대한 분기 별 비밀번호 변경 작업 RPA 적용 작업 수준 단축 매년 수 억원 수준 인건비 절감 효과 볼 수 LLM Large language model 거대 언어 모델 AI 화면 정보 인지 기능 RPA 몫 후문 일부 성과 불구 공공 부문 IT 환경 디지털 혁신 길이 RPA 비롯 AI 기반 솔루션 대한 일선 공무원 인식 시스템 도입 불안감 때문 관련 IT 인프라 자동화 기술 전문 기업인 인포 관계자 취재 진과 인터뷰 통해 자체 RPA 알파카 RPACA 개발 톰스 ITOMS AI 기반 IT 서비스 자동화 플랫폼 출시 국내외 시장 성능 검증 라며 사람과 기계 중 쪽 더 실수 가능성 공공 업무 AI 도입 이유 일선 공무원 관계자 인식 개선 하루 의견 IT 동아
뉴스1,IT/과학,스테이지 엑스 vs 마이 모바일 파전 이통 주파수 경매 재개 경매 첫날 세종 텔레콤 중도 포기 최고 입찰 액 라운드 진행 경매 승자 가능성 이광모 세종 텔레콤 왼쪽 한윤 스테이지 엑스 윤호상 마이 모바일 입찰 대리인 오전 서울 송파구 아이티 처 타워 이동 통신사 선정 위 세대 이동통신 G 기가헤르츠 대역 주파수 신규 사업자 경매 참석 전 취재 진 질문 답 뉴스 News 서울 뉴스 이동 통신사 선정 위 세대 이동통신 G 기가헤르츠 대역 주파수 신규 사업자 경매 승자 못 둘째 날로 스테이지 엑스 마이 모바일 파전 과학기술 정보통신부 오전 서울 송파구 IT 처 타워 주파수 둘째 날 경매 진행 세종 텔레콤 스테이지 엑스 마이 모바일 개 업체 경매 첫 날인 정부 책정 최저 경쟁 가격 오름 입찰 방식 라운드 경매 진행 결과 세종 텔레콤 경매 중도 포기 나머지 두 업체 승부 첫 날 최고 입찰 액 세 업체 경매 전 출혈 경쟁 첫 날 승패 수도 전망 라운드 복수 업체 경매 경매 둘째 날 라운드 횟수 라운드 라운드 입찰 금액 더욱 두 업체 자체 설정 포기 선언 업체 추가 승자 가능성 경매 전 재무 건전성 우려 경쟁 입장 온 만큼 낙찰 업체 금액 박하 게 업계 오름 입찰 최대 라운드 진행 라운드 도중 업체 면 해당 업체 최종 승자 경매 승리 주파수 할당 업체 추후 기간 통신사 업자 등록 절차 완료 이통 선정 과정 마무리 등록 절차 최대 개월 안 완료
한국경제,IT/과학,세종 텔레콤 경매 포기 이통 벌써 난 기류 G 주파수 경매 첫날 스테이지 엑스 마이 모바일 파전 최고 눈치 싸움 업계 무늬 통신사 우려 이동 통신사 선정 위 세대 G 주파수 경매 시작 참여 사업자 세 곳 중 곳 경매 중도 포기 나머지 사업자 두 곳도 출혈 경쟁 고 입 경매 최저 크게 선 사업 눈치 싸움 눈치 싸움 중 곳 먼저 포기 과학기술 정보통신부 서울 송파구 한국 인터넷 진흥 KISA 청사 주파수 경매 진행 정부 통신사 출범 위해 경매 번 경매 대상 대역 폭 통신 사가 할당 제대로 활용 할당 취소 주파수 대역 중 나머지 달 말 주파수 할당 계획 발표 구체 활용 방안 공개 전망 날 경매 지난달 할당 신청 세종 텔레콤 스테이지 엑스 스테이지 파이브 마이 모바일 컨소시엄 미래 모바일 개 사업자 참여 지난 정통부 할당 참여 적격 판정 경매 최저 기존 낙찰 가의 수준 오름 입찰 방식 약 최대 라운드 린다 라운드 최종 승자 밀봉 입찰 첫날 경매 라운드 진행 라운드 약 사업자 순서대로 입찰 정부 검토 방식 라운드 직전 라운드 입찰 최고 금액 제출 수 분위기 김 콜라 평가 세종 텔레콤 경매 첫날 중도 포기 선언 정통부 날 경매 라운드 진행 결과 종료 이튿날 하루 라운드 린다 무늬 통신사 수도 통신업 경매 라운드 조기 종료 가능성 보고 경매 참여 사업자 자본금 크게 중소 사업자 여서 경매 대상 주파수 사업 성도 낙찰 기업 주파수 할당 후 내 기지국 구축 윤호상 미래 모바일 대표 날 매장 파자 합당 가격 할당 임 고 스테이지 엑스 과도 경쟁 피 방침 업계 최종 낙찰 가가 약 수준 보고 업계 승자 저주 가능성 거론 속도 전파 도달 거리 기지국 구축 비용 이유 G 기지국 구축 비용 대당 추가 설비 더 기지국 기능 수 통신 사만 해도 비용 부담 이유 약 구축 데 정통부 게 통신사 지원 강도 높이 정부 차례 통신사 도입 추진 번번이 기지국 의무 구축 기존 통신 총 절반 이하 책정 최대 정책 금융 세액 공제 제공 업계 관계자 당초 정부 통신사 도입 추진 취지 통신 과점 체제 경쟁 유도 며 무늬 통신사 사업자 경우 시장 혼란 수 고 말
파이낸셜뉴스,IT/과학,경매 스테이지 미래 모바일 파전 최고 입찰 액 오름 입찰 라운드 진행 세종 텔레콤 중도 하차 최저 경쟁 추가 라운드 재개 한윤 스테이지 파이브 전략 담당 이사 윤호상 미래 모바일 대표 왼쪽 서울 송파구 아이티 처 타워 진행 G 주파수 매장 향 취재 진 질문 답 사진   세대 G 이동통신 주파수 경매 입찰 시작 가운데 세종 텔레콤 경매 중도 하차 스테이지 파이브 스테이지 엑스 컨소시엄 미래 모바일 마이 모바일 컨소시엄 간 파전 압축 날 라운드 진행 경매 최고 입찰 액 최저 입찰 액 기록 과학기술 정보통신부 날 서울 송파구 IT 처 타워 시작 G 주파수 경매 오후 종료 최대 라운드 진행 오름 입찰 방식 진행 날 경매 라운드 진행 최고 입찰 액 라운드 개 예정 오름 입찰 방식 라운드 별로 가장 금액 입찰 가액 정부 이내 최소 입찰 정 라운드 나머지 나머지 참가 사가 경쟁 방식 정부 정 최저 경쟁 가격 경매 당초 출혈 경쟁 고 세종 텔레콤 경매 중도 포기 스테이지 파이브 미래 모바일 간 파전 진행 양사 G 할당 대한 의지 만큼 입찰 경쟁 당초 예상 더 가능성 향후 오름 입찰 경매 매일 라운드 진행 예상 라운드 입찰 스테이지 파이브 미래 모바일 포기 단계 밀봉 입찰 진행 정부 최저 경쟁 설정 설정 상회 선 가장 금액 제시 기업 선정 밀봉 입찰 일정 내달 예정 앞서 입찰 참여 개사 경매 장소 입실 최선 노력 한윤 스테이 피 이브 전략 담당 이사 은 준비 며 경매 결과 수 최선 고 스테이지 파이브 투자 증권 컨소시엄 기존 알뜰폰 사업 영위 스테이지 파이브 기존 알뜰폰 로밍 역량 활용 공항 시설 G 인프라 구축 풀 MVNO 추진 미래 내 폰 글로벌 파트너 협력 관계 윤호상 미래 모바일 대표 전파 자원 합당 가격 사업 무리 선 공정 경쟁 임 며 국내외 파트너 혁신 서비스 최선 노력 고 말 미래 모바일 주파수 경매 완주 가능성 미래 모바일 글로벌 통신사 협력 기반 G 핫스팟 구축 글로벌 로밍 서비스 제공 내 경매 참여 곳 향후 G 기업 소비자 B C 서비스 염두 앞서 정부 주파수 할당 조건 발표 조건 충족 G 신규 사업자 대해 선 별도 주파수 추가 할당 통한 이동 통신사 기회 방침 발표 바
디지털데일리,IT/과학,尹 대통령 초대 과학기술 수석 박상욱 서울대 교수 임명 실 R D 정책 디지털 개 비서 관실 설치 신설 대통령실 과학기술 수석 임명 박상욱 서울대 교수 서울 용산 대통령실 청사 소감 말  디지털 데 일리 백지영 기자 대통령실 과학기술 석비 서관 박상욱 서울대 과학학 교수 임명 대통령실 윤석열 대통령 초대 석비 서관 박상욱 서울대 교수 임명 박 신임 수석 임기 관섭 비서실 날 용산 대통령실 브리핑 박 신임 수석 대해 기초과학 과학기술 정책학 전공 과학기술 혁신 정책 분야 연구 정책 자문 참여 이론 실무 두루 겸비 뿐 정책 식견 R D 연구개발 시스템 대한 쇄신 의지 고 소개 실장 미래 대한민국 경쟁력 좌우 핵심 기술 R D 투자 대상 선제 발굴 효율 지원 수 제반 정책 조정 조율 고 박상욱 수석 과학기술 우리나라 미래 준비 수 진력 며 인공 지능 바이오 전략 기술 분야 역량 확보 산업 데 노력 고 소감 연구 현장 과학기술 적극 소통 조율 며 연구자 연구 행정 종사 과학 여러 관계 단체 합심 과학기술 혁신 생태계 선도 강대국 형 업그레이드 데 노력 윤 대통령 과학 대통령 적극 성심껏 보좌 고 강조 박 수석 현장 과학기술 의견 적극 반영 R D 시스템 개혁 구상 며 과학기술 인과 정부 사이 사용 언어 오해 불 공유 수 선도 R D 시스템 업그레이드 고 말 박 수석 지난해 정부 R D 예산 삭감 논란 대해 R D 예산 부분 더 검토 뒤 발전 개선 고민 별도 말씀 며 오해 발생 부분 적극 해명 향후 올해 예산 정과정 실 역할 말 수 고 답 경남 사천 문 우주 항공 청 대해 선 우주 항공 청 시일 내 자리 잡고 정식 발족 수 조력 며 대통령직 위로 격상 국가 우주 위원회 관계 설정 대해 선 향후 논의 고 말 한편 대통령실 지난 정부 출범 당시 과학기술 수석 별도 실 내 과학기술 비서 관 지난해 R D 예산 삭감 현장 비판 과학기술 부문 국정 과제 조속 이행 과학기술 소통 이유 과학기술 수석 신설 검토 이후 지난 정책 실 신설 직제 개편 단행 과학기술 수석 신설 방침 바 신설 초대 과학기술 수석 R D 정책 디지털 바이오 컬 미래 전략 기술 개 분야 담당 비서 관 예정
서울경제,IT/과학,오픈 AI 의회 반도체 팹 설립 논의 워싱턴포스트 보도 오픈 AI 샘 올트먼 최고경영자 CEO 현지 스위스 다보스 포럼 발언 AFP  서울 경제 챗 GPT 개발 사인 오픈 AI 미국 의회 첨단 컴퓨터 반도체 제조 신규 공장 팹 설립 관해 논의 미국 워싱턴포스트 WP 현지 보도 생 성형 인공 지능 AI 고도화 위해 AI 반도체 자체 확보 위 차원 해석 WP 샘 올트먼 오픈 AI 최고경영자 CEO 첨단 반도체 제조 공장 건설 방안 대해 의회 논의 구체 공장 설립 대한 논의 착수 공장 건설 달러 투입 전망 챗 GPT 생 성형 AI 실행 고도화 데 첨단 AI 반도체 필수 엔비디아 사실 시장 장악 값 인 상황 오픈 AI AI 반도체 시장 미국 반도체 기업 엔비디아 대한 의존 위해 자체 AI 반도체 개발 추진 위해 올트먼 CEO 한국 방문 SK 하이닉스 고위 관계자 팹 설립 반도체 생산 위 협력 방안 논의 올트먼 CEO AI 세계 경제 판도 라며 첨단 반도체 급량 미국 경제 군사 경쟁력 강화 WP 전 오픈 AI 아예 공장 방안 TSMC 기존 반도체 제조업체 협업 방안 질 소식통 설명 공장 건설 비용 관련 올트먼 CEO 전 세계 투자자 대상 수십 억 달러 수조 달러 계획 앞서 올트먼 CEO 일본 소프트뱅크 아랍에미리트 UAE AI 기업 G 실리콘밸리 유력 벤처캐피털 투자 유치 대해 논의 한편 지난해 이후 개월 다시 한국 올트먼 CEO 삼성 평택 반도체 공장 방문 경계 현 삼성 DS 사업 부장 곽노 정 SK 하이닉스 대표 미팅
